[[6.66268041e-05 1.12945206e-02 2.54293458e-02 4.78996038e-02
  6.24532619e-02 7.93908217e-02 9.23858587e-02 1.37302619e-01
  2.03608443e-01 2.46541883e-01 3.81459936e-01]
 [3.97436069e-05 4.84480695e-03 1.05876324e-02 1.90727266e-02
  1.69613154e-02 4.72205682e-02 4.53136736e-02 7.49793198e-02
  1.09091098e-01 1.18996579e-01 1.58661721e-01]
 [1.26710479e-05 4.05314769e-03 8.74631691e-03 1.46148785e-02
  1.54085827e-02 2.07231845e-02 2.68580768e-02 3.92380653e-02
  4.14737459e-02 5.18825650e-02 8.92185269e-02]
 [1.16369703e-03 3.47270782e-03 9.59110048e-03 1.78947982e-02
  1.33879128e-02 1.39663234e-02 1.56455965e-02 1.92229503e-02
  2.42406505e-02 2.78764201e-02 2.26982494e-02]
 [2.18261811e-04 1.56693504e-03 7.34336662e-03 6.66182313e-03
  1.15185777e-02 1.05502780e-02 1.10545846e-02 1.08237264e-02
  7.49521199e-03 9.51757679e-03 1.04552747e-02]
 [2.42050471e-05 1.05950413e-04 1.37059779e-03 8.51680354e-04
  2.60807351e-04 2.38007269e-04 1.94289710e-04 1.92634658e-03
  1.36769829e-09 1.65946958e-04 3.07339330e-03]
 [9.36491454e-04 2.37118491e-03 2.47254215e-03 6.42896289e-03
  3.65789760e-03 2.51119411e-03 1.28436714e-03 7.69312725e-10
  4.04460849e-05 7.50686947e-05 3.51800399e-03]
 [9.44746280e-05 5.33607761e-03 3.65724974e-03 3.82671311e-04
  2.36476296e-03 5.44030226e-04 1.90194282e-03 2.03027095e-06
  3.23755411e-05 2.35985135e-03 1.19565422e-02]
 [2.43472925e-04 5.76722305e-03 1.51451831e-03 1.97488567e-04
  4.09830466e-08 2.00491647e-06 2.12369363e-03 3.77143330e-03
  7.38856180e-03 1.02647788e-02 3.11654951e-02]
 [2.37256409e-03 4.61000002e-03 6.81740402e-05 2.53192668e-03
  1.77225516e-04 5.51113005e-04 8.06582437e-04 1.59002941e-03
  7.71609129e-03 2.00088030e-02 3.67908421e-02]
 [1.46392257e-02 1.76889303e-02 9.43059956e-04 1.32821453e-04
  1.43223041e-05 5.03408922e-03 9.25977340e-03 1.52023021e-02
  3.65338654e-02 4.46964736e-02 6.76689667e-02]]
